parent|child|mi|containment|jaccard|dotproduct|card1|card2|size1|size2
ckan_keywords_core public administration|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_eaa|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_employment equity|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_faa|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_government finances|ckan_subject_government_and_politics|0.103599146689|1.0|0.0731070496083551|0.28|10|2|2064|2064
ckan_keywords_indeterminate employee|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_occupational group|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_seasonal employee|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_term employee|ckan_subject_government_and_politics|0.0202568283567|1.0|0.010443864229765|0.00216333153056|10|2|2064|2064
ckan_keywords_biological|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_bomb|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_campaign|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_disturbance|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_drought|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_emergency|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_energy|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_explosive|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_first nations|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_geomagnetic storm|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_health and safety|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_hijacking|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_hiv|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_leak|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_man-made|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_meteorological|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_natural|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_nutrition facts table|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_obesity|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_power failure|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_radiation protection bureau|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00591715976331|5|2|2064|2064
ckan_keywords_radon|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|5|2|2064|2064
ckan_keywords_solar flare|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_tornado|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_tritium|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00591715976331|5|2|2064|2064
ckan_keywords_tsunami|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_keywords_volanco|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|5|2|2064|2064
ckan_topiccategory_health|ckan_subject_health_and_safety|0.0120670766379|1.0|0.0172413793103448|0.00982340976331|5|3|2064|2064
ckan_keywords_skills initiative advertising|ckan_subject_information_and_communications|0.00603370772761|1.0|0.0476190476190476|0.0277777777778|4|2|2064|2064
ckan_subject_information_and_communications|ckan_subject_government_and_politics|0.0138251135455|0.0952380952380952|0.00497512437810945|0.08|4|10|2064|2064
ckan_keywords_average wage|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_earnings|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_job|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_labour market|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_labour market information|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_maximum wage|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_posting|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_salary|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_keywords_wages|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|5|2|2064|2064
ckan_subject_law|ckan_keywords_cansim|0.0123414908971|0.5|0.0159786950732357|3.0|5|2|2064|2064
ckan_keywords_conditional release decision|ckan_subject_law|0.0286827349426|1.0|0.25|0.0136054421769|5|2|2064|2064
ckan_keywords_conditional release decisions|ckan_subject_law|0.0313521995765|1.0|0.25|0.142777777778|5|3|2064|2064
ckan_keywords_hearing|ckan_subject_law|0.0286827349426|1.0|0.25|0.0136054421769|5|2|2064|2064
ckan_keywords_statutory release|ckan_subject_law|0.0286827349426|1.0|0.25|0.0136054421769|5|2|2064|2064
ckan_keywords_assess status of species|ckan_subject_science_and_technology|0.00603370772761|1.0|0.02|0.00346020761246|9|2|2064|2064
ckan_keywords_morrison creek lamprey|ckan_subject_science_and_technology|0.00603370772761|1.0|0.02|0.00591715976331|9|2|2064|2064
ckan_keywords_nature and biodiversity|ckan_subject_science_and_technology|0.00603370772761|1.0|0.02|0.00346020761246|9|2|2064|2064
ckan_keywords_offshore waters|ckan_subject_science_and_technology|0.00603370772761|1.0|0.02|0.00346020761246|9|2|2064|2064
ckan_keywords_sara|ckan_subject_science_and_technology|0.00603370772761|1.0|0.02|0.00591715976331|9|2|2064|2064
ckan_keywords_species at risk act|ckan_subject_science_and_technology|0.00603370772761|1.0|0.02|0.00591715976331|9|2|2064|2064
ckan_subject_science_and_technology|ckan_subject_nature_and_environment|0.0361333718383|0.18|0.0486486486486487|0.156530719075|9|19|2064|2064
ckan_keywords_benefits|ckan_subject_society_and_culture|0.0157963820015|1.0|0.0666666666666667|0.1875|13|2|2064|2064
ckan_keywords_canada pension plan|ckan_subject_society_and_culture|0.0268924320076|1.0|0.111111111111111|0.409722222222|13|3|2064|2064
ckan_keywords_environmental indicators|ckan_subject_society_and_culture|0.123000259837|0.666666666666667|0.474576271186441|0.132776798801|13|12|2064|2064
ckan_topiccategory_biota|ckan_subject_nature_and_environment|0.0365767860879|1.0|0.0694444444444444|0.0901993581278|6|19|2064|2064
ckan_keywords_canada warbler|ckan_topiccategory_environment|0.00603370772761|1.0|0.0158730158730159|0.01|13|2|2064|2064
ckan_keywords_harlequin duck; range map; downloadable data|ckan_topiccategory_environment|0.00603370772761|1.0|0.0158730158730159|0.015625|13|2|2064|2064
ckan_topiccategory_environment|ckan_keywords_ontario|0.149683304891|0.587301587301587|0.129370629370629|0.0149033325115|13|4|2064|2064
ckan_keywords_range map|ckan_topiccategory_environment|0.00603370772761|1.0|0.0158730158730159|0.01|13|2|2064|2064
ckan_topiccategory_environment|ckan_subject_nature_and_environment|0.245004126974|1.0|0.4375|0.160797023228|13|19|2064|2064
ckan_topiccategory_society|ckan_topiccategory_environment|0.0909530372335|1.0|0.301587301587302|0.081847672928|13|7|2064|2064
ckan_topiccategory_inland_waters|ckan_keywords_british columbia|0.00603370772761|1.0|0.00434782608695652|0.00591715976331|2|6|2064|2064
