parent|child|mi|containment|jaccard|dotproduct|card1|card2|size1|size2
ckan_keywords_consumer price index|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_cpi|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_economic conditions|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_economic forecasts|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_economic price indexes|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_economic situation|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_economic trends|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_employment growth|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_fiscal planning|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_gdp|ckan_keywords_gross domestic product|0.0397767476001|1.0|1.0|0.0226007758475|3|3|2064|2064
ckan_keywords_government securities|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_inflation|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_international comparison|ckan_keywords_gross domestic product|0.0110980843898|1.0|0.25|0.0102040816327|3|2|2064|2064
ckan_keywords_job growth|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_oecd|ckan_keywords_gross domestic product|0.0110980843898|1.0|0.25|0.0102040816327|3|2|2064|2064
ckan_keywords_organisation for economic co-operation and development|ckan_keywords_gross domestic product|0.0110980843898|1.0|0.25|0.0102040816327|3|2|2064|2064
ckan_keywords_price indexes|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_sox|ckan_keywords_gross domestic product|0.0110980843898|1.0|0.25|0.0102040816327|3|2|2064|2064
ckan_keywords_t-bills|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_treasury bills|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_unemployment rate|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_united states economy|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_us economy|ckan_keywords_gross domestic product|0.0286827349426|1.0|0.75|0.0123966942149|3|2|2064|2064
ckan_keywords_gross domestic product|ckan_subject_economics_and_industry|0.0181073959325|0.75|0.00562851782363977|0.0123966942149|3|16|2064|2064
ckan_keywords_gst-hst filers|ckan_keywords_canada|0.0914016201474|1.0|0.827586206896552|0.0495867768595|2|4|2064|2064
ckan_keywords_gst-hst returns|ckan_keywords_canada|0.0914016201474|1.0|0.827586206896552|0.0495867768595|2|4|2064|2064
ckan_keywords_agricultural land|ckan_keywords_habitat capacity|0.0110980843898|1.0|1.0|0.00888888888889|2|2|2064|2064
ckan_keywords_agricultural regions|ckan_keywords_habitat capacity|0.0110980843898|1.0|1.0|0.00888888888889|2|2|2064|2064
ckan_keywords_agriculture|ckan_keywords_habitat capacity|0.0110980843898|1.0|1.0|0.00888888888889|2|2|2064|2064
ckan_keywords_farmland|ckan_keywords_habitat capacity|0.0110980843898|1.0|1.0|0.00888888888889|2|2|2064|2064
ckan_keywords_habitat capacity|ckan_keywords_species|0.0110980843898|1.0|0.5|0.00888888888889|2|4|2064|2064
ckan_keywords_sustainable agriculture|ckan_keywords_habitat capacity|0.0110980843898|1.0|1.0|0.00888888888889|2|2|2064|2064
ckan_keywords_vegetation|ckan_keywords_habitat capacity|0.0110980843898|1.0|1.0|0.00888888888889|2|2|2064|2064
ckan_keywords_hail|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_air|ckan_keywords_harmful substances|0.0313521995765|1.0|1.0|0.0152125638149|3|3|2064|2064
ckan_keywords_commodity classification|ckan_keywords_harmonized system|0.59931423731|1.0|1.0|4.703125|2|2|2064|2064
ckan_keywords_custom-basis merchandise trade data|ckan_keywords_harmonized system|0.59931423731|1.0|1.0|4.703125|2|2|2064|2064
ckan_keywords_exports|ckan_keywords_harmonized system|0.59931423731|1.0|1.0|4.703125|2|2|2064|2064
ckan_keywords_hs|ckan_keywords_harmonized system|0.59931423731|1.0|1.0|4.703125|2|2|2064|2064
ckan_keywords_imports|ckan_keywords_harmonized system|0.59931423731|1.0|1.0|4.703125|2|2|2064|2064
ckan_keywords_international trade|ckan_keywords_harmonized system|0.59931423731|1.0|1.0|4.703125|2|2|2064|2064
ckan_keywords_health canada|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00591715976331|2|5|2064|2064
ckan_keywords_health care system|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|2|5|2064|2064
ckan_keywords_hg|ckan_keywords_emissions|0.0110980843898|1.0|0.111111111111111|0.00413223140496|2|6|2064|2064
ckan_keywords_hierarchical bayesian|ckan_keywords_canada|0.0202568283567|1.0|0.137931034482759|0.0236686390533|2|4|2064|2064
ckan_keywords_housing starts|ckan_keywords_cmhc|0.0175873637228|1.0|0.333333333333333|0.444444444444|2|3|2064|2064
ckan_keywords_hs6|ckan_keywords_hs10|0.0327077651228|1.0|1.0|0.194444444444|2|2|2064|2064
ckan_keywords_importers|ckan_keywords_hs10|0.0327077651228|1.0|1.0|0.194444444444|2|2|2064|2064
ckan_keywords_importers by city|ckan_keywords_hs10|0.0327077651228|1.0|1.0|0.194444444444|2|2|2064|2064
ckan_keywords_importers by country|ckan_keywords_hs10|0.0327077651228|1.0|1.0|0.194444444444|2|2|2064|2064
ckan_keywords_public service employment act|ckan_keywords_human|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_hurricane|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_immunization.|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|2|5|2064|2064
ckan_keywords_incident|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_infestation|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_bank of canada|ckan_keywords_inflows|0.00603370772761|1.0|1.0|0.0123456790123|2|2|2064|2064
ckan_keywords_cash|ckan_keywords_inflows|0.00603370772761|1.0|1.0|0.0123456790123|2|2|2064|2064
ckan_keywords_consolidated revenue fund|ckan_keywords_inflows|0.00603370772761|1.0|1.0|0.0123456790123|2|2|2064|2064
ckan_keywords_deposits|ckan_keywords_inflows|0.00603370772761|1.0|1.0|0.0123456790123|2|2|2064|2064
ckan_keywords_payments|ckan_keywords_inflows|0.00603370772761|1.0|1.0|0.0123456790123|2|2|2064|2064
ckan_keywords_inflows|ckan_keywords_receiver general|0.00469897541067|1.0|0.0909090909090909|0.0123456790123|2|4|2064|2064
ckan_keywords_transfers|ckan_keywords_inflows|0.00603370772761|1.0|1.0|0.0123456790123|2|2|2064|2064
ckan_keywords_inshore waters|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.00346020761246|2|6|2064|2064
ckan_keywords_kidnapping|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_guidelines|ckan_keywords_lake winnipeg|0.0202568283567|1.0|1.0|0.0236686390533|2|2|2064|2064
ckan_keywords_nitrogen|ckan_keywords_lake winnipeg|0.0202568283567|1.0|1.0|0.0236686390533|2|2|2064|2064
ckan_keywords_phosphorus|ckan_keywords_lake winnipeg|0.0202568283567|1.0|1.0|0.0236686390533|2|2|2064|2064
ckan_keywords_regional ecosystems|ckan_keywords_lake winnipeg|0.0202568283567|1.0|1.0|0.0236686390533|2|2|2064|2064
ckan_keywords_lampetra richardsoni; variety marifuga|ckan_keywords_british columbia|0.00603370772761|1.0|0.00434782608695652|0.00591715976331|2|6|2064|2064
ckan_keywords_landfill|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_landslide|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_legal entity status|ckan_keywords_canada|0.0914016201474|1.0|0.827586206896552|0.0495867768595|2|4|2064|2064
ckan_keywords_marine biology|ckan_keywords_scientific information|0.0110980843898|1.0|0.666666666666667|0.00888888888889|2|3|2064|2064
ckan_keywords_marketing|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00390625|2|5|2064|2064
ckan_keywords_median wage|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|2|5|2064|2064
ckan_keywords_minimum wage|ckan_subject_labour|0.00603370772761|1.0|0.008|0.00694444444444|2|5|2064|2064
ckan_keywords_naics|ckan_keywords_canada|0.0914016201474|1.0|0.827586206896552|0.0495867768595|2|4|2064|2064
ckan_keywords_national|ckan_keywords_environmental indicators|0.0229391020017|0.75|0.136363636363636|0.0249369968576|5|12|2064|2064
ckan_keywords_national monitoring section|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00591715976331|2|5|2064|2064
ckan_keywords_historical summary|ckan_keywords_natural gas exports|0.0442271978814|1.0|1.0|0.4|2|2|2064|2064
ckan_keywords_purchaser type|ckan_keywords_natural gas exports|0.0442271978814|1.0|1.0|0.4|2|2|2064|2064
ckan_keywords_volume|ckan_keywords_natural gas exports|0.0442271978814|1.0|1.0|0.4|2|2|2064|2064
ckan_keywords_conservation|ckan_keywords_nature|0.0336970306169|1.0|0.583333333333333|0.0370019723866|5|3|2064|2064
ckan_keywords_nature|ckan_subject_nature_and_environment|0.0444464923584|1.0|0.0833333333333333|0.0596954902904|5|19|2064|2064
ckan_keywords_birds|ckan_keywords_nature and biodiversity - habitat|0.0181004458772|0.75|0.6|0.0379706790123|5|5|2064|2064
ckan_keywords_nature and biodiversity - habitat|ckan_subject_nature_and_environment|0.0176672072482|1.0|0.0277777777777778|0.0462351418223|5|19|2064|2064
ckan_keywords_ne nature and environment|ckan_keywords_canada|0.0202568283567|1.0|0.137931034482759|0.0236686390533|2|4|2064|2064
ckan_keywords_ne nature and environment birds|ckan_keywords_canada|0.0202568283567|1.0|0.137931034482759|0.0236686390533|2|4|2064|2064
ckan_keywords_net tax|ckan_keywords_canada|0.0914016201474|1.0|0.827586206896552|0.0495867768595|2|4|2064|2064
ckan_keywords_nitrogen oxides|ckan_keywords_air pollution|0.042446212234|1.0|0.666666666666667|0.0164390859581|4|5|2064|2064
ckan_keywords_nuclear|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_oceans|ckan_subject_nature_and_environment|0.0115265617533|1.0|0.0208333333333333|0.0127951388889|3|19|2064|2064
ckan_keywords_oil and gas|ckan_keywords_air pollutants|0.0110980843898|1.0|0.2|0.0078125|2|5|2064|2064
ckan_keywords_atlantic - new brunswick (nb)|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_atlantic - newfoundland and labrador (nl)|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_atlantic - nova scotia (ns)|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_atlantic - prince edward island (pe)|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_other|ckan_keywords_oceans|0.00469897541067|1.0|0.333333333333333|0.00390625|2|3|2064|2064
ckan_keywords_oversee and manage site conditions|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_quebec (qc)|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_respond to environmental emergencies|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_water - drainage regions - maritime coastal|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_water - drainage regions - newfoundland–labrador|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_water - drainage regions - saint john–st. croix|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_water - major drainage area - maritime provinces|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_water - ocean basin - arctic ocean|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_topiccategory_oceans|ckan_keywords_other|0.00603370772761|1.0|1.0|0.00390625|2|2|2064|2064
ckan_keywords_administrator|ckan_keywords_pa|0.0221948128528|1.0|1.0|0.0283632451465|3|3|2064|2064
ckan_keywords_pension plan|ckan_keywords_pa|0.0221948128528|1.0|1.0|0.0283632451465|3|3|2064|2064
ckan_keywords_pacfic|ckan_keywords_british columbia|0.00603370772761|1.0|0.00434782608695652|0.00591715976331|2|6|2064|2064
ckan_keywords_pacific|ckan_subject_nature_and_environment|0.0249272359481|1.0|0.0416666666666667|0.113580246914|4|19|2064|2064
ckan_keywords_pacific region|ckan_keywords_british columbia|0.0157963820015|1.0|0.0130434782608696|0.046875|2|6|2064|2064
ckan_keywords_pandemic|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_particulate matter|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_lead|ckan_keywords_pb|0.0221948128528|1.0|1.0|0.00967239760994|3|3|2064|2064
ckan_keywords_grants and contributions|ckan_keywords_pd|0.0110980843898|1.0|1.0|0.08|2|2|2064|2064
ckan_keywords_proactive disclosire|ckan_keywords_pd|0.0110980843898|1.0|1.0|0.08|2|2|2064|2064
ckan_keywords_pd|ckan_subject_information_and_communications|0.0110980843898|1.0|0.0952380952380952|0.08|2|4|2064|2064
ckan_keywords_pelagic|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.00346020761246|2|6|2064|2064
ckan_keywords_pa|ckan_keywords_pension adjustment|0.0221948128528|1.0|1.0|0.0283632451465|3|3|2064|2064
ckan_keywords_contribution limit|ckan_keywords_pension adjustment reversal|0.0110980843898|1.0|1.0|0.0118343195266|2|2|2064|2064
ckan_keywords_deferred profit sharing plan|ckan_keywords_pension adjustment reversal|0.0110980843898|1.0|1.0|0.0118343195266|2|2|2064|2064
ckan_keywords_dpsp|ckan_keywords_pension adjustment reversal|0.0110980843898|1.0|1.0|0.0118343195266|2|2|2064|2064
ckan_keywords_employer|ckan_keywords_pension adjustment reversal|0.0110980843898|1.0|1.0|0.0118343195266|2|2|2064|2064
ckan_keywords_group arrangement|ckan_keywords_pension adjustment reversal|0.0110980843898|1.0|1.0|0.0118343195266|2|2|2064|2064
ckan_keywords_pension adjustment reversal|ckan_keywords_pa|0.0110980843898|1.0|0.5|0.0118343195266|2|3|2064|2064
ckan_keywords_par|ckan_keywords_pension adjustment reversal|0.0110980843898|1.0|1.0|0.0118343195266|2|2|2064|2064
ckan_keywords_organics|ckan_keywords_pesticides|0.0157963820015|1.0|1.0|0.0075|2|2|2064|2064
ckan_keywords_prairie provinces water board|ckan_keywords_pesticides|0.0157963820015|1.0|1.0|0.0075|2|2|2064|2064
ckan_keywords_planted|ckan_keywords_canada|0.00603370772761|1.0|0.0344827586206897|0.00826446280992|2|4|2064|2064
ckan_keywords_plants|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.04|2|6|2064|2064
ckan_keywords_pollutant|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_pollution prevention|ckan_keywords_emissions|0.0202568283567|1.0|0.222222222222222|0.00308641975309|2|6|2064|2064
ckan_keywords_post-secondary education - pse|ckan_subject_education_and_training|0.00603370772761|1.0|0.0204081632653061|0.00826446280992|2|4|2064|2064
ckan_keywords_aquatic life|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_canadian rivers|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_drainage region|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_freshwater|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_human activity|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_human impacts|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_monitoring sites|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_pressures|ckan_keywords_national|0.0110980843898|1.0|0.25|0.00692041522491|2|5|2064|2064
ckan_keywords_water quality guidelines|ckan_keywords_pressures|0.0110980843898|1.0|1.0|0.00692041522491|2|2|2064|2064
ckan_keywords_procellariiformes|ckan_topiccategory_biota|0.00603370772761|1.0|0.1|0.00346020761246|2|6|2064|2064
ckan_keywords_production|ckan_keywords_emissions|0.0110980843898|1.0|0.111111111111111|0.0078125|2|6|2064|2064
ckan_keywords_chart of accounts|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_coa|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_core responsibilities|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_core responsibility|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_financial coding|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_government-wide chart of accounts|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_gwcoa|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_list of program codes|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_prog|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_program activity architecture|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_program activity codes|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_program alignment architecture|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_program inventory|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_programs|ckan_keywords_program codes|0.0286827349426|1.0|1.0|0.0207612456747|2|2|2064|2064
ckan_keywords_program codes|ckan_keywords_receiver general|0.0286827349426|1.0|0.545454545454545|0.0207612456747|2|4|2064|2064
ckan_keywords_protect and restore species|ckan_keywords_nature and biodiversity - habitat|0.0181001065665|1.0|0.75|0.0379706790123|4|5|2064|2064
ckan_keywords_territories - northwest territories (nt)|ckan_keywords_protect and restore species|0.0120670766379|1.0|0.666666666666667|0.0223456790123|4|3|2064|2064
ckan_keywords_territories - nunavut (nu)|ckan_keywords_protect and restore species|0.0120670766379|1.0|0.666666666666667|0.0279706790123|4|3|2064|2064
ckan_keywords_government of canada|ckan_keywords_public accounts|0.0221948128528|1.0|1.0|0.0348954396573|3|3|2064|2064
ckan_keywords_public accounts|ckan_keywords_receiver general|0.0208600805359|1.0|0.363636363636364|0.0348954396573|3|4|2064|2064
ckan_keywords_public opinion research|ckan_subject_information_and_communications|0.00603370772761|1.0|0.0476190476190476|0.0277777777778|2|4|2064|2064
ckan_keywords_active status|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_appointment|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_attrition rate|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_bargaining unit designator code|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_board|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_bud code|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_chief|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_cpa|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_employment equity act|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_faa|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_federal public service|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_financial administration act|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_fps|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_full time|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_hires|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_inactive status|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_leave type|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_ochro|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_office|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_office of the chief human resources officer|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_part time|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_promotion|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_psea|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_resources|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_retirement without penalty eligibility|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_secretariat|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_separate agencies|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_tbs|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_treasury|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_treasury board secretariat|ckan_keywords_public service employment act|0.0202568283567|1.0|1.0|0.00216333153056|2|2|2064|2064
ckan_keywords_acan|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_awards|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_methods of supply|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_procurement specialists|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_request for information|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_request for proposal|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_rfi|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_rfp|ckan_keywords_purchase|0.0366322587456|1.0|1.0|0.0151228733459|2|2|2064|2064
ckan_keywords_purchase|ckan_subject_education_and_training|0.0366322587456|1.0|0.163265306122449|0.0151228733459|2|4|2064|2064
ckan_keywords_radiation monitoring|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00591715976331|2|5|2064|2064
ckan_keywords_radioactivity|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.00591715976331|2|5|2064|2064
ckan_keywords_radiological|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_receiver general|ckan_subject_government_and_politics|0.0520672665597|1.0|0.0287206266318538|0.0680023643444|4|10|2064|2064
ckan_keywords_regional|ckan_keywords_air pollutants|0.0110980843898|1.0|0.2|0.02|2|5|2064|2064
ckan_keywords_personal income taxes|ckan_keywords_report|0.0787304429551|1.0|0.454545454545455|0.3125|3|2|2064|2064
ckan_keywords_statistics|ckan_keywords_report|0.169967755062|1.0|1.0|0.36208677686|3|3|2064|2064
ckan_keywords_tax bracket|ckan_keywords_report|0.0787304429551|1.0|0.454545454545455|0.3125|3|2|2064|2064
ckan_keywords_elections|ckan_keywords_results|0.623491372619|1.0|1.0|20.0625|2|2|2064|2064
ckan_keywords_federal|ckan_keywords_results|0.623491372619|1.0|1.0|20.0625|2|2|2064|2064
ckan_keywords_results|ckan_subject_government_and_politics|0.623491372619|1.0|0.838120104438642|20.0625|2|10|2064|2064
ckan_keywords_pa|ckan_keywords_retirement|0.0221948128528|1.0|1.0|0.0283632451465|3|3|2064|2064
ckan_keywords_consolidated accounts|ckan_keywords_revenues|0.0110980843898|1.0|1.0|0.0246913580247|2|2|2064|2064
ckan_keywords_employment insurance operating account|ckan_keywords_revenues|0.0110980843898|1.0|1.0|0.0246913580247|2|2|2064|2064
ckan_keywords_expenses|ckan_keywords_revenues|0.0110980843898|1.0|1.0|0.0246913580247|2|2|2064|2064
ckan_keywords_revenues|ckan_keywords_public accounts|0.0110980843898|1.0|0.5|0.0246913580247|2|3|2064|2064
ckan_keywords_volume 1|ckan_keywords_revenues|0.0110980843898|1.0|1.0|0.0246913580247|2|2|2064|2064
ckan_keywords_riot|ckan_subject_health_and_safety|0.00603370772761|1.0|0.00862068965517241|0.0004|2|5|2064|2064
ckan_keywords_salmon farming|ckan_keywords_british columbia|0.0157963820015|1.0|0.0130434782608696|0.046875|2|6|2064|2064
ckan_keywords_abundance|ckan_keywords_scientific information|0.0110980843898|1.0|0.666666666666667|0.00888888888889|3|2|2064|2064
ckan_keywords_aerial survey|ckan_keywords_scientific information|0.0110980843898|1.0|0.666666666666667|0.00888888888889|3|2|2064|2064
