label1,label2,mi,dotprod,card1,card2,size1,size2
ckan_keywords_construction-related payment,ckan_keywords_construction payment disclosure,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_dcc,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_defence construction canada,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_government-industry working group on prompt payment,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_payments to contractors,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_proactive disclosure,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_prompt payments,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_pspc,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_construction-related payment,ckan_keywords_public services and procurement canada,0.00603370772761,0.00444444444444,2,2,2064,2064
ckan_keywords_consumer price index,ckan_keywords_gross domestic product,0.0286827349426,0.0123966942149,2,3,2064,2064
ckan_keywords_cpp,ckan_keywords_canada pension plan,0.0268924320076,0.409722222222,3,3,2064,2064
ckan_keywords_critical infrastructure,ckan_subject_health_and_safety,0.00603370772761,0.0004,2,5,2064,2064
ckan_keywords_detention,ckan_keywords_unescorted temporary absence,0.0489314158778,0.0313832199546,3,3,2064,2064
ckan_keywords_disaster,ckan_subject_health_and_safety,0.00603370772761,0.0004,2,5,2064,2064
ckan_keywords_disturbance,ckan_subject_health_and_safety,0.00603370772761,0.0004,2,5,2064,2064
ckan_keywords_downstream,ckan_keywords_emissions,0.0110980843898,0.0078125,2,6,2064,2064
ckan_keywords_drinking water,ckan_subject_health_and_safety,0.0120670766379,0.00982340976331,3,5,2064,2064
ckan_keywords_earnings,ckan_subject_labour,0.00603370772761,0.00694444444444,2,5,2064,2064
ckan_keywords_ebm,ckan_keywords_pacific,0.0110980843898,0.0246913580247,2,4,2064,2064
ckan_keywords_economic price indexes,ckan_keywords_gross domestic product,0.0286827349426,0.0123966942149,2,3,2064,2064
ckan_keywords_ecosystem risk assessment framework,ckan_keywords_ebm,0.0110980843898,0.0246913580247,2,2,2064,2064
ckan_keywords_ecosystem-based management,ckan_keywords_ebm,0.0110980843898,0.0246913580247,2,2,2064,2064
ckan_keywords_ecosystems,ckan_topiccategory_biota,0.00603370772761,0.04,2,6,2064,2064
ckan_keywords_ehv mpa,ckan_keywords_ebm,0.0110980843898,0.0246913580247,2,2,2064,2064
ckan_keywords_elections,ckan_keywords_federal,0.623491372619,20.0625,2,2,2064,2064
ckan_keywords_elections,ckan_keywords_results,0.623491372619,20.0625,2,2,2064,2064
ckan_keywords_elections,ckan_subject_government_and_politics,0.623491372619,20.0625,2,10,2064,2064
ckan_keywords_emergency,ckan_subject_health_and_safety,0.00603370772761,0.0004,2,5,2064,2064
